index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
161,Bhutan,1,0,0,0,0,1,0,1,2020-03-19,,,
162,CAR,1,0,0,0,0,1,0,2,2020-03-19,,,
163,Chad,1,1,0,0,0,1,0,6,2020-03-19,,,
164,Djibouti,1,0,0,0,0,1,0,1,2020-03-19,,,
165,El Salvador,1,1,0,0,0,1,0,2,2020-03-19,,,
166,Fiji,1,1,0,0,0,1,0,1,2020-03-19,,,
167,Gambia,1,0,0,0,0,1,0,4,2020-03-19,,,
168,Guinea,1,0,0,0,0,1,0,8,2020-03-19,,,
169,Vatican City,1,0,0,0,0,1,0,1248,2020-03-19,,,
170,Isle of Man,1,1,0,0,0,1,0,12,2020-03-19,,,
171,Montserrat,1,0,0,0,0,1,0,200,2020-03-19,,,
172,Nicaragua,1,1,0,0,0,1,0,2,2020-03-19,,,
173,Niger,1,1,0,0,0,1,0,4,2020-03-19,,,
174,St. Vincent Grenadines,1,0,0,0,0,1,0,9,2020-03-19,,,
175,Sint Maarten,1,0,0,0,0,1,0,23,2020-03-19,,,
176,Somalia,1,0,0,0,0,1,0,6,2020-03-19,,,
177,Suriname,1,0,0,0,0,1,0,2,2020-03-19,,,
178,Eswatini,1,0,0,0,0,1,0,9,2020-03-19,,,
179,Togo,1,0,0,0,0,1,0,1,2020-03-19,,,
